Name,Type of transfer,Total,Accuracy,F1,pcp0,pcp1,pcp2,pcp3,pcp4,pcr0,pcr1,pcr2,pcr3,pcr4,pcf0,pcf1,pcf2,pcf3,pcf4,metadatapath
sleepedf_with_channel_eeg_fpz_cz_to_mass_ss1_with_channel_eeg_f4_with_randomseed_4242/predict_output_mass_ss1_eeg_f4_condition_targetmodel20_predict_80oftargetdataset_TYPE04,TYPE04,40919,78.48187883379359,73.98644378446551,96.3,52.7,83.0,84.9,65.5,73.4,49.8,89.1,64.8,90.5,83.3,51.2,85.9,73.5,76.0,../metadata/sleepedf_with_channel_eeg_fpz_cz_to_mass_ss1_with_channel_eeg_f4_with_randomseed_4242/predict_output_mass_ss1_eeg_f4_condition_targetmodel20_predict_80oftargetdataset_TYPE04/TYPE04.npz
sleepedf_with_channel_eeg_fpz_cz_to_mass_ss1_with_channel_eeg_f4_with_randomseed_4242/predict_output_mass_ss1_eeg_f4_condition_targetmodel20_predict_20oftargetdataset_TYPE05,TYPE05,10379,78.95751035745255,75.28954697703044,93.2,57.5,81.1,90.1,68.3,75.1,52.7,90.6,65.0,88.9,83.2,55.0,85.6,75.5,77.2,../metadata/sleepedf_with_channel_eeg_fpz_cz_to_mass_ss1_with_channel_eeg_f4_with_randomseed_4242/predict_output_mass_ss1_eeg_f4_condition_targetmodel20_predict_20oftargetdataset_TYPE05/TYPE05.npz
sleepedf_with_channel_eeg_fpz_cz_to_mass_ss1_with_channel_eeg_f4_with_randomseed_4242/predict_output_mass_ss1_eeg_f4_condition_targetmodel80_predict_20oftargetdataset_TYPE06,TYPE06,10379,85.21052124482127,82.64578154382585,94.2,72.8,86.0,86.1,77.4,91.1,58.6,90.4,83.1,89.5,92.6,64.9,88.1,84.6,83.0,../metadata/sleepedf_with_channel_eeg_fpz_cz_to_mass_ss1_with_channel_eeg_f4_with_randomseed_4242/predict_output_mass_ss1_eeg_f4_condition_targetmodel80_predict_20oftargetdataset_TYPE06/TYPE06.npz
sleepedf_with_channel_eeg_fpz_cz_to_mass_ss1_with_channel_eeg_f4_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_fpz_cz_to_mass_ss1_eeg_f4_condition_transfermodelwith20_predict_80oftargetdataset_TYPE07,TYPE07,40919,82.14765756738923,79.11854453895843,90.2,56.8,86.2,82.3,80.5,87.2,55.5,87.3,80.7,84.7,88.7,56.1,86.8,81.5,82.5,../metadata/sleepedf_with_channel_eeg_fpz_cz_to_mass_ss1_with_channel_eeg_f4_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_fpz_cz_to_mass_ss1_eeg_f4_condition_transfermodelwith20_predict_80oftargetdataset_TYPE07/TYPE07.npz
sleepedf_with_channel_eeg_fpz_cz_to_mass_ss1_with_channel_eeg_f4_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_fpz_cz_to_mass_ss1_eeg_f4_condition_transfermodelwith20_predict_20oftargetdataset_TYPE08,TYPE08,10379,81.57818672319107,79.16641848060246,88.8,63.0,83.6,85.9,77.3,83.8,54.8,88.3,80.5,87.3,86.2,58.6,85.9,83.1,82.0,../metadata/sleepedf_with_channel_eeg_fpz_cz_to_mass_ss1_with_channel_eeg_f4_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_fpz_cz_to_mass_ss1_eeg_f4_condition_transfermodelwith20_predict_20oftargetdataset_TYPE08/TYPE08.npz
sleepedf_with_channel_eeg_fpz_cz_to_mass_ss1_with_channel_eeg_f4_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_fpz_cz_to_mass_ss1_eeg_f4_condition_transfermodelwith80_predict_20oftargetdataset_TYPE09,TYPE09,10379,82.87889006648041,80.37826118567716,92.3,63.4,83.0,83.5,86.4,87.6,57.9,90.3,85.0,75.9,89.9,60.5,86.5,84.2,80.8,../metadata/sleepedf_with_channel_eeg_fpz_cz_to_mass_ss1_with_channel_eeg_f4_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_fpz_cz_to_mass_ss1_eeg_f4_condition_transfermodelwith80_predict_20oftargetdataset_TYPE09/TYPE09.npz
sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_sleepedf_eeg_fpz_cz_condition_sourcemodel_predict_20ofsourcedataset_TYPE01,TYPE01,7910,86.44753476611885,82.56017502362273,93.5,53.5,93.2,95.2,73.8,90.3,59.8,86.0,91.1,91.8,91.9,56.5,89.5,93.1,81.9,../metadata/sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_sleepedf_eeg_fpz_cz_condition_sourcemodel_predict_20ofsourcedataset_TYPE01/TYPE01.npz
sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_sleepedf_eeg_fpz_cz_to_mass_ss3_eeg_f4_condition_sourcemodel_predict_80oftargetdataset_TYPE02,TYPE02,47800,77.31589958158996,69.62797708293438,71.3,42.1,89.6,76.4,67.0,61.5,33.6,79.9,92.5,89.3,66.1,37.4,84.5,83.7,76.6,../metadata/sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_sleepedf_eeg_fpz_cz_to_mass_ss3_eeg_f4_condition_sourcemodel_predict_80oftargetdataset_TYPE02/TYPE02.npz
sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_sleepedf_eeg_fpz_cz_to_mass_ss3_eeg_f4_condition_sourcemodel_predict_20oftargetdataset_TYPE03,TYPE03,11273,75.99574203849906,69.5929431298634,70.8,42.4,89.8,80.3,63.0,63.3,34.7,75.4,92.6,92.5,66.8,38.2,82.0,86.0,74.9,../metadata/sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_sleepedf_eeg_fpz_cz_to_mass_ss3_eeg_f4_condition_sourcemodel_predict_20oftargetdataset_TYPE03/TYPE03.npz
sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_mass_ss3_eeg_f4_condition_targetmodel20_predict_80oftargetdataset_TYPE04,TYPE04,47800,83.98744769874476,78.95944417220049,81.6,56.0,94.1,75.0,80.0,88.1,51.1,84.3,94.1,88.9,84.7,53.4,88.9,83.5,84.2,../metadata/sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_mass_ss3_eeg_f4_condition_targetmodel20_predict_80oftargetdataset_TYPE04/TYPE04.npz
sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_mass_ss3_eeg_f4_condition_targetmodel20_predict_20oftargetdataset_TYPE05,TYPE05,11273,83.24314734320944,78.35274827457751,80.8,52.6,93.6,76.7,78.7,88.6,50.7,82.2,92.6,90.6,84.5,51.6,87.5,83.9,84.2,../metadata/sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_mass_ss3_eeg_f4_condition_targetmodel20_predict_20oftargetdataset_TYPE05/TYPE05.npz
sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_mass_ss3_eeg_f4_condition_targetmodel80_predict_20oftargetdataset_TYPE06,TYPE06,11273,87.0930542003016,83.01052706877421,91.8,56.2,93.9,89.0,81.6,86.5,66.1,89.8,88.2,88.3,89.1,60.8,91.8,88.6,84.8,../metadata/sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_mass_ss3_eeg_f4_condition_targetmodel80_predict_20oftargetdataset_TYPE06/TYPE06.npz
sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_fpz_cz_to_mass_ss3_eeg_f4_condition_transfermodelwith20_predict_80oftargetdataset_TYPE07,TYPE07,47800,85.09623430962344,79.50726225947086,80.3,57.7,90.3,93.1,80.6,87.8,51.3,91.4,79.2,85.4,83.9,54.3,90.8,85.6,82.9,../metadata/sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_fpz_cz_to_mass_ss3_eeg_f4_condition_transfermodelwith20_predict_80oftargetdataset_TYPE07/TYPE07.npz
sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_fpz_cz_to_mass_ss3_eeg_f4_condition_transfermodelwith20_predict_20oftargetdataset_TYPE08,TYPE08,11273,86.5430675064313,82.0287246310033,86.9,61.1,90.3,94.7,82.1,91.0,55.2,90.7,80.5,89.6,88.9,58.0,90.5,87.0,85.7,../metadata/sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_fpz_cz_to_mass_ss3_eeg_f4_condition_transfermodelwith20_predict_20oftargetdataset_TYPE08/TYPE08.npz
sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_fpz_cz_to_mass_ss3_eeg_f4_condition_transfermodelwith80_predict_20oftargetdataset_TYPE09,TYPE09,11273,86.15275436884592,82.49497804998369,84.6,59.0,93.7,95.2,77.6,92.4,63.8,87.2,83.7,90.3,88.3,61.3,90.3,89.1,83.5,../metadata/sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_fpz_cz_to_mass_ss3_eeg_f4_condition_transfermodelwith80_predict_20oftargetdataset_TYPE09/TYPE09.npz
sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_sleepedf_eeg_pz_oz_condition_sourcemodel_predict_20ofsourcedataset_TYPE01,TYPE01,7910,79.43109987357775,73.64305907434031,79.8,43.2,82.6,93.8,76.0,98.2,40.3,84.6,70.0,73.4,88.1,41.7,83.6,80.2,74.7,../metadata/sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_sleepedf_eeg_pz_oz_condition_sourcemodel_predict_20ofsourcedataset_TYPE01/TYPE01.npz
sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_sleepedf_eeg_pz_oz_to_sleepedf_eeg_fpz_cz_condition_sourcemodel_predict_80oftargetdataset_TYPE02,TYPE02,34308,67.99288795616182,58.99064846441078,58.9,28.7,85.2,57.8,88.1,81.8,21.1,70.5,94.5,38.2,68.5,24.3,77.1,71.7,53.3,../metadata/sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_sleepedf_eeg_pz_oz_to_sleepedf_eeg_fpz_cz_condition_sourcemodel_predict_80oftargetdataset_TYPE02/TYPE02.npz
sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_sleepedf_eeg_pz_oz_to_sleepedf_eeg_fpz_cz_condition_sourcemodel_predict_20oftargetdataset_TYPE03,TYPE03,7910,77.00379266750949,68.37319876264385,61.4,36.8,92.1,85.2,84.7,98.7,26.2,80.2,93.1,47.6,75.7,30.6,85.7,88.9,60.9,../metadata/sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_sleepedf_eeg_pz_oz_to_sleepedf_eeg_fpz_cz_condition_sourcemodel_predict_20oftargetdataset_TYPE03/TYPE03.npz
sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_sleepedf_eeg_fpz_cz_condition_targetmodel20_predict_80oftargetdataset_TYPE04,TYPE04,34308,79.98717500291477,74.01589709409227,85.2,53.2,84.0,85.3,68.1,94.3,36.6,78.9,78.9,80.7,89.5,43.3,81.4,82.0,73.9,../metadata/sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_sleepedf_eeg_fpz_cz_condition_targetmodel20_predict_80oftargetdataset_TYPE04/TYPE04.npz
sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_sleepedf_eeg_fpz_cz_condition_targetmodel20_predict_20oftargetdataset_TYPE05,TYPE05,7910,78.07838179519595,73.65014851895509,83.5,56.8,84.6,96.0,58.2,97.0,44.7,77.7,64.6,88.7,89.7,50.0,81.0,77.2,70.2,../metadata/sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_sleepedf_eeg_fpz_cz_condition_targetmodel20_predict_20oftargetdataset_TYPE05/TYPE05.npz
sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_sleepedf_eeg_fpz_cz_condition_targetmodel80_predict_20oftargetdataset_TYPE06,TYPE06,7910,87.2819216182048,83.22847040594219,95.7,62.8,85.1,98.2,84.0,90.7,55.3,95.1,82.3,85.6,93.1,58.8,89.8,89.6,84.8,../metadata/sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_sleepedf_eeg_fpz_cz_condition_targetmodel80_predict_20oftargetdataset_TYPE06/TYPE06.npz
sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_pz_oz_to_sleepedf_eeg_fpz_cz_condition_transfermodelwith20_predict_80oftargetdataset_TYPE07,TYPE07,34308,76.5215110178384,68.42830569709231,68.9,61.5,86.2,88.3,67.2,96.1,21.7,75.6,65.4,82.6,80.3,32.0,80.6,75.1,74.1,../metadata/sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_pz_oz_to_sleepedf_eeg_fpz_cz_condition_transfermodelwith20_predict_80oftargetdataset_TYPE07/TYPE07.npz
sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_pz_oz_to_sleepedf_eeg_fpz_cz_condition_transfermodelwith20_predict_20oftargetdataset_TYPE08,TYPE08,7910,71.92161820480405,64.49536891646919,58.8,67.3,86.4,97.6,59.4,97.7,26.6,76.6,43.1,84.9,73.4,38.2,81.2,59.8,69.9,../metadata/sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_pz_oz_to_sleepedf_eeg_fpz_cz_condition_transfermodelwith20_predict_20oftargetdataset_TYPE08/TYPE08.npz
sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_pz_oz_to_sleepedf_eeg_fpz_cz_condition_transfermodelwith80_predict_20oftargetdataset_TYPE09,TYPE09,7910,87.77496839443742,83.01740303941767,90.7,61.6,90.3,95.2,80.9,95.8,49.8,91.3,87.8,88.9,93.2,55.1,90.8,91.4,84.7,../metadata/sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_pz_oz_to_sleepedf_eeg_fpz_cz_condition_transfermodelwith80_predict_20oftargetdataset_TYPE09/TYPE09.npz
sleepedf_with_channel_eeg_pz_oz_to_isruc_with_channel_eeg_f4_a1_with_randomseed_4242/predict_output_sleepedf_eeg_pz_oz_condition_sourcemodel_predict_20ofsourcedataset_TYPE01,TYPE01,7910,80.78381795195955,74.41752763335604,82.2,47.7,80.5,95.1,81.4,96.4,35.2,89.8,65.3,79.8,88.7,40.5,84.9,77.4,80.6,../metadata/sleepedf_with_channel_eeg_pz_oz_to_isruc_with_channel_eeg_f4_a1_with_randomseed_4242/predict_output_sleepedf_eeg_pz_oz_condition_sourcemodel_predict_20ofsourcedataset_TYPE01/TYPE01.npz
sleepedf_with_channel_eeg_pz_oz_to_isruc_with_channel_eeg_f4_a1_with_randomseed_4242/predict_output_sleepedf_eeg_pz_oz_to_isruc_eeg_f4_a1_condition_sourcemodel_predict_80oftargetdataset_TYPE02,TYPE02,69685,58.36263184329484,51.28222973183289,78.5,46.7,56.0,86.3,31.8,66.0,8.7,80.0,52.5,49.9,71.7,14.7,65.9,65.2,38.9,../metadata/sleepedf_with_channel_eeg_pz_oz_to_isruc_with_channel_eeg_f4_a1_with_randomseed_4242/predict_output_sleepedf_eeg_pz_oz_to_isruc_eeg_f4_a1_condition_sourcemodel_predict_80oftargetdataset_TYPE02/TYPE02.npz
sleepedf_with_channel_eeg_pz_oz_to_isruc_with_channel_eeg_f4_a1_with_randomseed_4242/predict_output_sleepedf_eeg_pz_oz_to_isruc_eeg_f4_a1_condition_sourcemodel_predict_20oftargetdataset_TYPE03,TYPE03,17176,56.77107591988821,50.77348267930922,76.5,50.9,52.6,89.7,32.4,63.7,8.6,80.4,56.4,42.4,69.5,14.8,63.6,69.3,36.7,../metadata/sleepedf_with_channel_eeg_pz_oz_to_isruc_with_channel_eeg_f4_a1_with_randomseed_4242/predict_output_sleepedf_eeg_pz_oz_to_isruc_eeg_f4_a1_condition_sourcemodel_predict_20oftargetdataset_TYPE03/TYPE03.npz
sleepedf_with_channel_eeg_pz_oz_to_isruc_with_channel_eeg_f4_a1_with_randomseed_4242/predict_output_isruc_eeg_f4_a1_condition_targetmodel20_predict_80oftargetdataset_TYPE04,TYPE04,69685,71.0655090765588,68.6520334181479,79.3,42.9,68.7,87.7,73.6,70.8,47.6,79.7,79.8,59.9,74.8,45.1,73.8,83.6,66.0,../metadata/sleepedf_with_channel_eeg_pz_oz_to_isruc_with_channel_eeg_f4_a1_with_randomseed_4242/predict_output_isruc_eeg_f4_a1_condition_targetmodel20_predict_80oftargetdataset_TYPE04/TYPE04.npz
sleepedf_with_channel_eeg_pz_oz_to_isruc_with_channel_eeg_f4_a1_with_randomseed_4242/predict_output_isruc_eeg_f4_a1_condition_targetmodel20_predict_20oftargetdataset_TYPE05,TYPE05,17176,71.18653935724267,69.51407921492128,75.5,44.4,69.1,88.7,76.2,71.7,45.6,78.0,82.6,65.0,73.6,45.0,73.3,85.6,70.2,../metadata/sleepedf_with_channel_eeg_pz_oz_to_isruc_with_channel_eeg_f4_a1_with_randomseed_4242/predict_output_isruc_eeg_f4_a1_condition_targetmodel20_predict_20oftargetdataset_TYPE05/TYPE05.npz
sleepedf_with_channel_eeg_pz_oz_to_isruc_with_channel_eeg_f4_a1_with_randomseed_4242/predict_output_isruc_eeg_f4_a1_condition_targetmodel80_predict_20oftargetdataset_TYPE06,TYPE06,17176,79.09874243129948,77.9172460701143,84.0,55.6,76.8,92.1,84.7,90.8,55.8,80.6,84.5,75.6,87.2,55.7,78.7,88.2,79.8,../metadata/sleepedf_with_channel_eeg_pz_oz_to_isruc_with_channel_eeg_f4_a1_with_randomseed_4242/predict_output_isruc_eeg_f4_a1_condition_targetmodel80_predict_20oftargetdataset_TYPE06/TYPE06.npz
