source_dataset,source_channel,target_dataset,target_channel,acc_type3,mf1_type3,acc_type6,mf1_type6,acc_type9,mf1_type9
shhs1_normal,eeg_c4_a1,shhs1_osa,eeg_c4_a1,0.8198992443324937,0.6883992682414826,0.7782406510366208,0.6612176759173483,0.8163146677000581,0.6998529265827423
shhs1_osa,eeg_c4_a1,shhs1_normal,eeg_c4_a1,0.8012876792508048,0.7010369527399873,0.8101648619646864,0.680928462147338,0.810359964881475,0.724208230947659
shhs1_normal,eeg_c4_a1,shhs1_osa,eeg_c4_a1,0.809823677581864,0.6793563470173106,0.7762061615965898,0.6604079410935666,0.8311373764774268,0.7086974221544735
shhs1_osa,eeg_c4_a1,shhs1_normal,eeg_c4_a1,0.7969954150814554,0.6987480608411091,0.8054823919617599,0.6850581652124856,0.8050921861281826,0.7210668227283044
