Name,Type of transfer,Total,Accuracy,F1,pcp0,pcp1,pcp2,pcp3,pcp4,pcr0,pcr1,pcr2,pcr3,pcr4,pcf0,pcf1,pcf2,pcf3,pcf4,metadatapath
mass_ss5_with_channel_eeg_f4_to_mass_ss2_with_channel_eeg_f4_with_randomseed_4242/predict_output_mass_ss5_eeg_f4_to_mass_ss2_eeg_f4_condition_sourcemodel_predict_80oftargetdataset_TYPE02,TYPE02,21055,85.16266919971504,78.42316355990803,88.2,50.6,91.4,78.2,83.9,78.8,47.7,86.6,89.3,91.4,83.2,49.1,88.9,83.4,87.5,../metadata/mass_ss5_with_channel_eeg_f4_to_mass_ss2_with_channel_eeg_f4_with_randomseed_4242/predict_output_mass_ss5_eeg_f4_to_mass_ss2_eeg_f4_condition_sourcemodel_predict_80oftargetdataset_TYPE02/TYPE02.npz
mass_ss5_with_channel_eeg_f4_to_mass_ss2_with_channel_eeg_f4_with_randomseed_4242/predict_output_mass_ss5_eeg_f4_to_mass_ss2_eeg_f4_condition_sourcemodel_predict_20oftargetdataset_TYPE03,TYPE03,5915,85.0887573964497,77.90725493515126,83.0,50.7,91.7,84.2,80.5,76.5,47.0,86.6,93.1,87.0,79.6,48.8,89.1,88.4,83.6,../metadata/mass_ss5_with_channel_eeg_f4_to_mass_ss2_with_channel_eeg_f4_with_randomseed_4242/predict_output_mass_ss5_eeg_f4_to_mass_ss2_eeg_f4_condition_sourcemodel_predict_20oftargetdataset_TYPE03/TYPE03.npz
mass_ss5_with_channel_eeg_f4_to_mass_ss2_with_channel_eeg_f4_with_randomseed_4242/predict_output_mass_ss2_eeg_f4_condition_targetmodel20_predict_80oftargetdataset_TYPE04,TYPE04,21055,83.44336262170505,75.63020000534186,83.7,43.4,92.7,81.3,74.7,80.0,37.7,83.3,90.7,92.1,81.8,40.4,87.7,85.8,82.5,../metadata/mass_ss5_with_channel_eeg_f4_to_mass_ss2_with_channel_eeg_f4_with_randomseed_4242/predict_output_mass_ss2_eeg_f4_condition_targetmodel20_predict_80oftargetdataset_TYPE04/TYPE04.npz
mass_ss5_with_channel_eeg_f4_to_mass_ss2_with_channel_eeg_f4_with_randomseed_4242/predict_output_mass_ss2_eeg_f4_condition_targetmodel20_predict_20oftargetdataset_TYPE05,TYPE05,5915,83.5672020287405,73.83431496453137,77.3,34.7,92.3,86.5,76.3,75.1,31.5,84.9,93.2,88.1,76.2,33.1,88.4,89.7,81.8,../metadata/mass_ss5_with_channel_eeg_f4_to_mass_ss2_with_channel_eeg_f4_with_randomseed_4242/predict_output_mass_ss2_eeg_f4_condition_targetmodel20_predict_20oftargetdataset_TYPE05/TYPE05.npz
mass_ss5_with_channel_eeg_f4_to_mass_ss2_with_channel_eeg_f4_with_randomseed_4242/predict_output_mass_ss2_eeg_f4_condition_targetmodel80_predict_20oftargetdataset_TYPE06,TYPE06,5915,80.54099746407438,68.08505182035603,77.5,48.2,81.9,88.4,73.6,70.9,12.9,90.7,82.1,76.0,74.1,20.4,86.1,85.1,74.8,../metadata/mass_ss5_with_channel_eeg_f4_to_mass_ss2_with_channel_eeg_f4_with_randomseed_4242/predict_output_mass_ss2_eeg_f4_condition_targetmodel80_predict_20oftargetdataset_TYPE06/TYPE06.npz
mass_ss5_with_channel_eeg_f4_to_mass_ss2_with_channel_eeg_f4_with_randomseed_4242/predict_output_transfer_mass_ss5_eeg_f4_to_mass_ss2_eeg_f4_condition_transfermodelwith20_predict_80oftargetdataset_TYPE07,TYPE07,21055,85.82759439563048,78.77184807633124,84.0,49.2,90.9,85.8,83.1,85.5,45.9,89.0,87.1,87.5,84.8,47.5,89.9,86.4,85.3,../metadata/mass_ss5_with_channel_eeg_f4_to_mass_ss2_with_channel_eeg_f4_with_randomseed_4242/predict_output_transfer_mass_ss5_eeg_f4_to_mass_ss2_eeg_f4_condition_transfermodelwith20_predict_80oftargetdataset_TYPE07/TYPE07.npz
mass_ss5_with_channel_eeg_f4_to_mass_ss2_with_channel_eeg_f4_with_randomseed_4242/predict_output_transfer_mass_ss5_eeg_f4_to_mass_ss2_eeg_f4_condition_transfermodelwith20_predict_20oftargetdataset_TYPE08,TYPE08,5915,85.66356720202873,77.29432039699692,72.6,45.1,91.1,90.1,84.3,80.4,44.8,89.3,91.2,84.5,76.3,44.9,90.2,90.6,84.4,../metadata/mass_ss5_with_channel_eeg_f4_to_mass_ss2_with_channel_eeg_f4_with_randomseed_4242/predict_output_transfer_mass_ss5_eeg_f4_to_mass_ss2_eeg_f4_condition_transfermodelwith20_predict_20oftargetdataset_TYPE08/TYPE08.npz
mass_ss5_with_channel_eeg_f4_to_mass_ss2_with_channel_eeg_f4_with_randomseed_4242/predict_output_transfer_mass_ss5_eeg_f4_to_mass_ss2_eeg_f4_condition_transfermodelwith80_predict_20oftargetdataset_TYPE09,TYPE09,5915,87.23584108199492,80.02682785963988,81.1,57.0,90.7,90.4,84.8,84.1,46.1,91.4,85.0,91.2,82.6,51.0,91.1,87.6,87.9,../metadata/mass_ss5_with_channel_eeg_f4_to_mass_ss2_with_channel_eeg_f4_with_randomseed_4242/predict_output_transfer_mass_ss5_eeg_f4_to_mass_ss2_eeg_f4_condition_transfermodelwith80_predict_20oftargetdataset_TYPE09/TYPE09.npz
mass_ss5_with_channel_eeg_f4_to_mass_ss4_with_channel_eeg_c4_with_randomseed_4242/predict_output_mass_ss5_eeg_f4_condition_sourcemodel_predict_20ofsourcedataset_TYPE01,TYPE01,7567,90.16783401612264,84.92726207482579,96.6,58.7,94.3,84.6,90.5,88.9,57.9,88.4,96.6,94.2,92.6,58.3,91.3,90.2,92.3,../metadata/mass_ss5_with_channel_eeg_f4_to_mass_ss4_with_channel_eeg_c4_with_randomseed_4242/predict_output_mass_ss5_eeg_f4_condition_sourcemodel_predict_20ofsourcedataset_TYPE01/TYPE01.npz
mass_ss5_with_channel_eeg_f4_to_mass_ss4_with_channel_eeg_c4_with_randomseed_4242/predict_output_mass_ss5_eeg_f4_to_mass_ss4_eeg_c4_condition_sourcemodel_predict_80oftargetdataset_TYPE02,TYPE02,44163,79.37413672078438,73.40166895417697,67.7,43.7,85.6,81.6,88.6,83.2,50.9,86.2,84.3,67.4,74.6,47.0,85.9,82.9,76.5,../metadata/mass_ss5_with_channel_eeg_f4_to_mass_ss4_with_channel_eeg_c4_with_randomseed_4242/predict_output_mass_ss5_eeg_f4_to_mass_ss4_eeg_c4_condition_sourcemodel_predict_80oftargetdataset_TYPE02/TYPE02.npz
mass_ss5_with_channel_eeg_f4_to_mass_ss4_with_channel_eeg_c4_with_randomseed_4242/predict_output_mass_ss5_eeg_f4_to_mass_ss4_eeg_c4_condition_sourcemodel_predict_20oftargetdataset_TYPE03,TYPE03,11024,81.64005805515241,75.6977570080784,67.6,49.3,86.5,87.1,88.8,84.3,53.3,88.7,84.3,71.0,75.0,51.2,87.6,85.7,78.9,../metadata/mass_ss5_with_channel_eeg_f4_to_mass_ss4_with_channel_eeg_c4_with_randomseed_4242/predict_output_mass_ss5_eeg_f4_to_mass_ss4_eeg_c4_condition_sourcemodel_predict_20oftargetdataset_TYPE03/TYPE03.npz
mass_ss5_with_channel_eeg_f4_to_mass_ss4_with_channel_eeg_c4_with_randomseed_4242/predict_output_mass_ss4_eeg_c4_condition_targetmodel20_predict_80oftargetdataset_TYPE04,TYPE04,44163,80.14401195570953,73.69439800426484,82.8,40.4,85.7,90.0,77.4,69.0,50.2,87.2,71.9,87.4,75.2,44.8,86.4,79.9,82.1,../metadata/mass_ss5_with_channel_eeg_f4_to_mass_ss4_with_channel_eeg_c4_with_randomseed_4242/predict_output_mass_ss4_eeg_c4_condition_targetmodel20_predict_80oftargetdataset_TYPE04/TYPE04.npz
mass_ss5_with_channel_eeg_f4_to_mass_ss4_with_channel_eeg_c4_with_randomseed_4242/predict_output_mass_ss4_eeg_c4_condition_targetmodel20_predict_20oftargetdataset_TYPE05,TYPE05,11024,80.72387518142236,74.00885475891317,83.4,41.0,84.6,92.8,76.7,72.3,43.5,87.0,72.7,90.7,77.4,42.2,85.8,81.5,83.1,../metadata/mass_ss5_with_channel_eeg_f4_to_mass_ss4_with_channel_eeg_c4_with_randomseed_4242/predict_output_mass_ss4_eeg_c4_condition_targetmodel20_predict_20oftargetdataset_TYPE05/TYPE05.npz
mass_ss5_with_channel_eeg_f4_to_mass_ss4_with_channel_eeg_c4_with_randomseed_4242/predict_output_mass_ss4_eeg_c4_condition_targetmodel80_predict_20oftargetdataset_TYPE06,TYPE06,11024,83.71734397677794,76.79207739792807,87.2,46.8,85.3,92.8,82.5,75.8,41.4,90.7,75.9,93.2,81.1,43.9,87.9,83.5,87.5,../metadata/mass_ss5_with_channel_eeg_f4_to_mass_ss4_with_channel_eeg_c4_with_randomseed_4242/predict_output_mass_ss4_eeg_c4_condition_targetmodel80_predict_20oftargetdataset_TYPE06/TYPE06.npz
mass_ss5_with_channel_eeg_f4_to_mass_ss4_with_channel_eeg_c4_with_randomseed_4242/predict_output_transfer_mass_ss5_eeg_f4_to_mass_ss4_eeg_c4_condition_transfermodelwith20_predict_80oftargetdataset_TYPE07,TYPE07,44163,82.29286959672125,76.16173322631423,77.8,46.7,87.1,85.6,84.7,79.6,49.3,88.8,81.3,81.2,78.7,47.9,87.9,83.4,82.9,../metadata/mass_ss5_with_channel_eeg_f4_to_mass_ss4_with_channel_eeg_c4_with_randomseed_4242/predict_output_transfer_mass_ss5_eeg_f4_to_mass_ss4_eeg_c4_condition_transfermodelwith20_predict_80oftargetdataset_TYPE07/TYPE07.npz
mass_ss5_with_channel_eeg_f4_to_mass_ss4_with_channel_eeg_c4_with_randomseed_4242/predict_output_transfer_mass_ss5_eeg_f4_to_mass_ss4_eeg_c4_condition_transfermodelwith20_predict_20oftargetdataset_TYPE08,TYPE08,11024,82.44738751814224,75.55687850645627,78.4,41.7,86.2,89.3,83.9,82.6,41.4,88.9,82.9,80.8,80.4,41.5,87.6,86.0,82.3,../metadata/mass_ss5_with_channel_eeg_f4_to_mass_ss4_with_channel_eeg_c4_with_randomseed_4242/predict_output_transfer_mass_ss5_eeg_f4_to_mass_ss4_eeg_c4_condition_transfermodelwith20_predict_20oftargetdataset_TYPE08/TYPE08.npz
mass_ss5_with_channel_eeg_f4_to_mass_ss4_with_channel_eeg_c4_with_randomseed_4242/predict_output_transfer_mass_ss5_eeg_f4_to_mass_ss4_eeg_c4_condition_transfermodelwith80_predict_20oftargetdataset_TYPE09,TYPE09,11024,84.46117561683599,78.3335706047378,84.9,53.9,84.3,93.6,86.5,80.7,45.1,92.2,75.6,89.6,82.8,49.1,88.1,83.7,88.0,../metadata/mass_ss5_with_channel_eeg_f4_to_mass_ss4_with_channel_eeg_c4_with_randomseed_4242/predict_output_transfer_mass_ss5_eeg_f4_to_mass_ss4_eeg_c4_condition_transfermodelwith80_predict_20oftargetdataset_TYPE09/TYPE09.npz
mass_ss5_with_channel_eeg_f4_to_mass_ss5_with_channel_eeg_c4_with_randomseed_4242/predict_output_mass_ss5_eeg_f4_condition_sourcemodel_predict_20ofsourcedataset_TYPE01,TYPE01,7567,90.6303687062244,84.62720639897302,97.8,58.7,93.5,86.2,91.5,86.1,52.9,90.5,96.7,94.2,91.6,55.6,91.9,91.2,92.8,../metadata/mass_ss5_with_channel_eeg_f4_to_mass_ss5_with_channel_eeg_c4_with_randomseed_4242/predict_output_mass_ss5_eeg_f4_condition_sourcemodel_predict_20ofsourcedataset_TYPE01/TYPE01.npz
mass_ss5_with_channel_eeg_f4_to_mass_ss5_with_channel_eeg_c4_with_randomseed_4242/predict_output_mass_ss5_eeg_f4_to_mass_ss5_eeg_c4_condition_sourcemodel_predict_80oftargetdataset_TYPE02,TYPE02,29309,91.11876897881196,87.29217402721741,90.7,69.1,91.1,93.9,94.3,92.0,69.0,95.2,88.8,89.3,91.3,69.0,93.1,91.3,91.7,../metadata/mass_ss5_with_channel_eeg_f4_to_mass_ss5_with_channel_eeg_c4_with_randomseed_4242/predict_output_mass_ss5_eeg_f4_to_mass_ss5_eeg_c4_condition_sourcemodel_predict_80oftargetdataset_TYPE02/TYPE02.npz
mass_ss5_with_channel_eeg_f4_to_mass_ss5_with_channel_eeg_c4_with_randomseed_4242/predict_output_mass_ss5_eeg_f4_to_mass_ss5_eeg_c4_condition_sourcemodel_predict_20oftargetdataset_TYPE03,TYPE03,7567,91.3968547641073,86.05422966290391,96.0,62.0,90.0,95.8,93.3,89.7,58.9,96.0,88.8,90.7,92.8,60.4,92.9,92.2,92.0,../metadata/mass_ss5_with_channel_eeg_f4_to_mass_ss5_with_channel_eeg_c4_with_randomseed_4242/predict_output_mass_ss5_eeg_f4_to_mass_ss5_eeg_c4_condition_sourcemodel_predict_20oftargetdataset_TYPE03/TYPE03.npz
mass_ss5_with_channel_eeg_f4_to_mass_ss5_with_channel_eeg_c4_with_randomseed_4242/predict_output_mass_ss5_eeg_c4_condition_targetmodel20_predict_80oftargetdataset_TYPE04,TYPE04,29309,85.62216384045857,79.57339561738827,82.7,44.9,90.0,87.7,87.5,89.4,55.5,88.4,88.8,82.4,85.9,49.7,89.2,88.2,84.8,../metadata/mass_ss5_with_channel_eeg_f4_to_mass_ss5_with_channel_eeg_c4_with_randomseed_4242/predict_output_mass_ss5_eeg_c4_condition_targetmodel20_predict_80oftargetdataset_TYPE04/TYPE04.npz
mass_ss5_with_channel_eeg_f4_to_mass_ss5_with_channel_eeg_c4_with_randomseed_4242/predict_output_mass_ss5_eeg_c4_condition_targetmodel20_predict_20oftargetdataset_TYPE05,TYPE05,7567,89.9431743095018,85.07233220543965,93.9,56.2,91.1,89.9,93.0,86.7,68.2,92.0,89.6,91.7,90.2,61.6,91.5,89.7,92.3,../metadata/mass_ss5_with_channel_eeg_f4_to_mass_ss5_with_channel_eeg_c4_with_randomseed_4242/predict_output_mass_ss5_eeg_c4_condition_targetmodel20_predict_20oftargetdataset_TYPE05/TYPE05.npz
mass_ss5_with_channel_eeg_f4_to_mass_ss5_with_channel_eeg_c4_with_randomseed_4242/predict_output_mass_ss5_eeg_c4_condition_targetmodel80_predict_20oftargetdataset_TYPE06,TYPE06,7567,91.37042421038721,86.31689071876976,97.0,58.4,93.1,90.0,93.1,86.6,65.7,92.2,94.7,93.5,91.5,61.8,92.7,92.3,93.3,../metadata/mass_ss5_with_channel_eeg_f4_to_mass_ss5_with_channel_eeg_c4_with_randomseed_4242/predict_output_mass_ss5_eeg_c4_condition_targetmodel80_predict_20oftargetdataset_TYPE06/TYPE06.npz
mass_ss5_with_channel_eeg_f4_to_mass_ss5_with_channel_eeg_c4_with_randomseed_4242/predict_output_transfer_mass_ss5_eeg_f4_to_mass_ss5_eeg_c4_condition_transfermodelwith20_predict_80oftargetdataset_TYPE07,TYPE07,29309,90.42956088573477,85.74931925417832,89.8,66.1,92.6,90.2,91.4,90.5,61.2,92.4,91.9,91.6,90.2,63.5,92.5,91.0,91.5,../metadata/mass_ss5_with_channel_eeg_f4_to_mass_ss5_with_channel_eeg_c4_with_randomseed_4242/predict_output_transfer_mass_ss5_eeg_f4_to_mass_ss5_eeg_c4_condition_transfermodelwith20_predict_80oftargetdataset_TYPE07/TYPE07.npz
mass_ss5_with_channel_eeg_f4_to_mass_ss5_with_channel_eeg_c4_with_randomseed_4242/predict_output_transfer_mass_ss5_eeg_f4_to_mass_ss5_eeg_c4_condition_transfermodelwith20_predict_20oftargetdataset_TYPE08,TYPE08,7567,91.59508391700804,85.84536094540658,95.9,58.4,93.5,90.4,92.7,87.9,58.6,92.6,94.8,94.1,91.8,58.5,93.0,92.5,93.4,../metadata/mass_ss5_with_channel_eeg_f4_to_mass_ss5_with_channel_eeg_c4_with_randomseed_4242/predict_output_transfer_mass_ss5_eeg_f4_to_mass_ss5_eeg_c4_condition_transfermodelwith20_predict_20oftargetdataset_TYPE08/TYPE08.npz
mass_ss5_with_channel_eeg_f4_to_mass_ss5_with_channel_eeg_c4_with_randomseed_4242/predict_output_transfer_mass_ss5_eeg_f4_to_mass_ss5_eeg_c4_condition_transfermodelwith80_predict_20oftargetdataset_TYPE09,TYPE09,7567,90.7625214748249,85.10969704809857,98.3,56.4,93.0,87.7,92.5,83.4,61.1,91.8,95.3,93.3,90.2,58.7,92.4,91.3,92.9,../metadata/mass_ss5_with_channel_eeg_f4_to_mass_ss5_with_channel_eeg_c4_with_randomseed_4242/predict_output_transfer_mass_ss5_eeg_f4_to_mass_ss5_eeg_c4_condition_transfermodelwith80_predict_20oftargetdataset_TYPE09/TYPE09.npz
