Name,Type of transfer,Total,Accuracy,F1,pcp0,pcp1,pcp2,pcp3,pcp4,pcr0,pcr1,pcr2,pcr3,pcr4,pcf0,pcf1,pcf2,pcf3,pcf4,metadatapath
sleepedf_with_channel_eeg_fpz_cz_to_mass_ss1_with_channel_eeg_f4_with_randomseed_4242/predict_output_sleepedf_eeg_fpz_cz_to_mass_ss1_eeg_f4_condition_sourcemodel_predict_80oftargetdataset_TYPE02,TYPE02,40919,69.69622913560937,63.449582765994215,86.7,32.2,70.1,80.0,60.4,62.9,14.5,87.5,77.7,77.0,72.9,20.0,77.8,78.8,67.7,../metadata/sleepedf_with_channel_eeg_fpz_cz_to_mass_ss1_with_channel_eeg_f4_with_randomseed_4242/predict_output_sleepedf_eeg_fpz_cz_to_mass_ss1_eeg_f4_condition_sourcemodel_predict_80oftargetdataset_TYPE02/TYPE02.npz
sleepedf_with_channel_eeg_fpz_cz_to_mass_ss1_with_channel_eeg_f4_with_randomseed_4242/predict_output_sleepedf_eeg_fpz_cz_to_mass_ss1_eeg_f4_condition_sourcemodel_predict_20oftargetdataset_TYPE03,TYPE03,10379,69.14924366509297,63.07946319647668,83.6,31.7,67.7,83.9,65.9,57.7,13.9,91.9,77.3,73.3,68.3,19.3,77.9,80.5,69.4,../metadata/sleepedf_with_channel_eeg_fpz_cz_to_mass_ss1_with_channel_eeg_f4_with_randomseed_4242/predict_output_sleepedf_eeg_fpz_cz_to_mass_ss1_eeg_f4_condition_sourcemodel_predict_20oftargetdataset_TYPE03/TYPE03.npz
sleepedf_with_channel_eeg_fpz_cz_to_mass_ss1_with_channel_eeg_f4_with_randomseed_4242/predict_output_mass_ss1_eeg_f4_condition_targetmodel20_predict_80oftargetdataset_TYPE04,TYPE04,40919,78.21061120750754,73.93663970330137,94.9,52.9,84.0,82.7,64.4,71.8,51.8,88.4,67.4,90.4,81.8,52.4,86.1,74.3,75.2,../metadata/sleepedf_with_channel_eeg_fpz_cz_to_mass_ss1_with_channel_eeg_f4_with_randomseed_4242/predict_output_mass_ss1_eeg_f4_condition_targetmodel20_predict_80oftargetdataset_TYPE04/TYPE04.npz
sleepedf_with_channel_eeg_fpz_cz_to_mass_ss1_with_channel_eeg_f4_with_randomseed_4242/predict_output_mass_ss1_eeg_f4_condition_targetmodel20_predict_20oftargetdataset_TYPE05,TYPE05,10379,79.2080161865305,75.98459421519837,90.8,58.9,82.8,88.1,67.2,74.5,55.5,89.5,71.4,87.4,81.8,57.2,86.1,78.8,76.0,../metadata/sleepedf_with_channel_eeg_fpz_cz_to_mass_ss1_with_channel_eeg_f4_with_randomseed_4242/predict_output_mass_ss1_eeg_f4_condition_targetmodel20_predict_20oftargetdataset_TYPE05/TYPE05.npz
sleepedf_with_channel_eeg_fpz_cz_to_mass_ss1_with_channel_eeg_f4_with_randomseed_4242/predict_output_mass_ss1_eeg_f4_condition_targetmodel80_predict_20oftargetdataset_TYPE06,TYPE06,10379,83.80383466615281,81.25097775744003,90.8,66.3,86.0,87.3,79.4,89.2,61.4,89.4,80.3,83.0,90.0,63.8,87.7,83.7,81.2,../metadata/sleepedf_with_channel_eeg_fpz_cz_to_mass_ss1_with_channel_eeg_f4_with_randomseed_4242/predict_output_mass_ss1_eeg_f4_condition_targetmodel80_predict_20oftargetdataset_TYPE06/TYPE06.npz
sleepedf_with_channel_eeg_fpz_cz_to_mass_ss1_with_channel_eeg_f4_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_fpz_cz_to_mass_ss1_eeg_f4_condition_transfermodelwith20_predict_80oftargetdataset_TYPE07,TYPE07,40919,80.9232874703683,78.10007877786717,90.5,55.6,86.9,82.9,72.5,85.6,55.9,84.4,80.7,87.6,88.0,55.7,85.6,81.8,79.3,../metadata/sleepedf_with_channel_eeg_fpz_cz_to_mass_ss1_with_channel_eeg_f4_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_fpz_cz_to_mass_ss1_eeg_f4_condition_transfermodelwith20_predict_80oftargetdataset_TYPE07/TYPE07.npz
sleepedf_with_channel_eeg_fpz_cz_to_mass_ss1_with_channel_eeg_f4_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_fpz_cz_to_mass_ss1_eeg_f4_condition_transfermodelwith20_predict_20oftargetdataset_TYPE08,TYPE08,10379,80.59543308603911,78.10327743170937,88.4,59.9,84.8,86.3,71.5,82.0,55.4,86.8,82.2,85.6,85.1,57.6,85.8,84.2,77.9,../metadata/sleepedf_with_channel_eeg_fpz_cz_to_mass_ss1_with_channel_eeg_f4_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_fpz_cz_to_mass_ss1_eeg_f4_condition_transfermodelwith20_predict_20oftargetdataset_TYPE08/TYPE08.npz
sleepedf_with_channel_eeg_fpz_cz_to_mass_ss1_with_channel_eeg_f4_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_fpz_cz_to_mass_ss1_eeg_f4_condition_transfermodelwith80_predict_20oftargetdataset_TYPE09,TYPE09,10379,82.71509779362174,80.58305569178025,91.5,62.1,84.4,84.2,84.2,86.3,62.3,88.5,83.6,79.2,88.8,62.2,86.4,83.9,81.6,../metadata/sleepedf_with_channel_eeg_fpz_cz_to_mass_ss1_with_channel_eeg_f4_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_fpz_cz_to_mass_ss1_eeg_f4_condition_transfermodelwith80_predict_20oftargetdataset_TYPE09/TYPE09.npz
sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_sleepedf_eeg_fpz_cz_condition_sourcemodel_predict_20ofsourcedataset_TYPE01,TYPE01,7910,88.04045512010113,84.32464717980343,94.4,59.0,90.1,96.4,82.3,92.3,62.4,91.5,88.2,87.2,93.4,60.7,90.8,92.1,84.7,../metadata/sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_sleepedf_eeg_fpz_cz_condition_sourcemodel_predict_20ofsourcedataset_TYPE01/TYPE01.npz
sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_sleepedf_eeg_fpz_cz_to_mass_ss3_eeg_f4_condition_sourcemodel_predict_80oftargetdataset_TYPE02,TYPE02,47800,80.12552301255229,72.05808561736849,76.9,41.0,87.0,79.1,80.2,60.6,39.6,88.7,91.1,79.1,67.8,40.3,87.8,84.7,79.7,../metadata/sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_sleepedf_eeg_fpz_cz_to_mass_ss3_eeg_f4_condition_sourcemodel_predict_80oftargetdataset_TYPE02/TYPE02.npz
sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_sleepedf_eeg_fpz_cz_to_mass_ss3_eeg_f4_condition_sourcemodel_predict_20oftargetdataset_TYPE03,TYPE03,11273,80.73272420828529,73.41515777719061,78.1,40.8,86.3,82.1,83.6,61.9,43.2,88.7,90.6,81.3,69.0,42.0,87.5,86.1,82.4,../metadata/sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_sleepedf_eeg_fpz_cz_to_mass_ss3_eeg_f4_condition_sourcemodel_predict_20oftargetdataset_TYPE03/TYPE03.npz
sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_mass_ss3_eeg_f4_condition_targetmodel20_predict_80oftargetdataset_TYPE04,TYPE04,47800,84.01046025104603,78.97570589307674,80.8,49.1,92.9,81.4,83.3,89.1,56.4,87.0,90.1,81.2,84.7,52.5,89.8,85.6,82.2,../metadata/sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_mass_ss3_eeg_f4_condition_targetmodel20_predict_80oftargetdataset_TYPE04/TYPE04.npz
sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_mass_ss3_eeg_f4_condition_targetmodel20_predict_20oftargetdataset_TYPE05,TYPE05,11273,84.34312073095006,79.55892618785276,81.0,47.8,93.2,83.0,84.2,91.1,56.5,85.7,91.3,83.8,85.8,51.8,89.3,87.0,84.0,../metadata/sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_mass_ss3_eeg_f4_condition_targetmodel20_predict_20oftargetdataset_TYPE05/TYPE05.npz
sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_mass_ss3_eeg_f4_condition_targetmodel80_predict_20oftargetdataset_TYPE06,TYPE06,11273,88.58334072562761,84.5220835810385,89.3,65.2,94.1,88.9,83.5,90.8,61.0,90.7,90.5,91.8,90.0,63.0,92.4,89.7,87.5,../metadata/sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_mass_ss3_eeg_f4_condition_targetmodel80_predict_20oftargetdataset_TYPE06/TYPE06.npz
sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_fpz_cz_to_mass_ss3_eeg_f4_condition_transfermodelwith20_predict_80oftargetdataset_TYPE07,TYPE07,47800,85.18619246861925,80.08705766991717,82.8,54.4,92.9,85.4,80.6,86.0,54.9,88.6,89.5,86.2,84.4,54.6,90.7,87.4,83.3,../metadata/sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_fpz_cz_to_mass_ss3_eeg_f4_condition_transfermodelwith20_predict_80oftargetdataset_TYPE07/TYPE07.npz
sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_fpz_cz_to_mass_ss3_eeg_f4_condition_transfermodelwith20_predict_20oftargetdataset_TYPE08,TYPE08,11273,85.92211478754547,81.37255752933056,85.8,52.8,93.2,89.9,80.8,89.7,55.0,87.3,89.8,90.5,87.7,53.9,90.1,89.8,85.4,../metadata/sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_fpz_cz_to_mass_ss3_eeg_f4_condition_transfermodelwith20_predict_20oftargetdataset_TYPE08/TYPE08.npz
sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_fpz_cz_to_mass_ss3_eeg_f4_condition_transfermodelwith80_predict_20oftargetdataset_TYPE09,TYPE09,11273,88.2107690942961,83.95649084290972,89.4,64.2,93.0,92.7,82.3,88.9,57.9,91.0,88.2,93.0,89.1,60.9,92.0,90.4,87.3,../metadata/sleepedf_with_channel_eeg_fpz_cz_to_mass_ss3_with_channel_eeg_f4_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_fpz_cz_to_mass_ss3_eeg_f4_condition_transfermodelwith80_predict_20oftargetdataset_TYPE09/TYPE09.npz
sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_sleepedf_eeg_pz_oz_condition_sourcemodel_predict_20ofsourcedataset_TYPE01,TYPE01,7910,81.04930467762325,75.92996286905702,84.3,44.2,85.5,90.7,75.8,97.5,44.1,82.8,75.4,81.5,90.4,44.2,84.1,82.4,78.6,../metadata/sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_sleepedf_eeg_pz_oz_condition_sourcemodel_predict_20ofsourcedataset_TYPE01/TYPE01.npz
sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_sleepedf_eeg_pz_oz_to_sleepedf_eeg_fpz_cz_condition_sourcemodel_predict_80oftargetdataset_TYPE02,TYPE02,34308,69.52605806225954,61.85098781997807,67.2,31.4,86.0,54.2,85.4,82.1,26.4,68.6,96.8,47.4,73.9,28.6,76.3,69.5,60.9,../metadata/sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_sleepedf_eeg_pz_oz_to_sleepedf_eeg_fpz_cz_condition_sourcemodel_predict_80oftargetdataset_TYPE02/TYPE02.npz
sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_sleepedf_eeg_pz_oz_to_sleepedf_eeg_fpz_cz_condition_sourcemodel_predict_20oftargetdataset_TYPE03,TYPE03,7910,77.42098609355247,69.71008280816301,64.8,36.5,92.5,80.8,85.3,97.6,28.8,78.0,94.7,54.7,77.9,32.2,84.6,87.2,66.7,../metadata/sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_sleepedf_eeg_pz_oz_to_sleepedf_eeg_fpz_cz_condition_sourcemodel_predict_20oftargetdataset_TYPE03/TYPE03.npz
sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_sleepedf_eeg_fpz_cz_condition_targetmodel20_predict_80oftargetdataset_TYPE04,TYPE04,34308,81.81473708755975,74.79010115954878,87.1,50.5,80.8,89.4,78.6,91.7,32.9,88.0,78.9,74.8,89.4,39.8,84.3,83.8,76.6,../metadata/sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_sleepedf_eeg_fpz_cz_condition_targetmodel20_predict_80oftargetdataset_TYPE04/TYPE04.npz
sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_sleepedf_eeg_fpz_cz_condition_targetmodel20_predict_20oftargetdataset_TYPE05,TYPE05,7910,81.70670037926675,75.41273316340248,87.3,50.6,80.7,97.0,76.9,94.1,37.3,92.0,66.5,80.5,90.6,42.9,86.0,78.9,78.6,../metadata/sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_sleepedf_eeg_fpz_cz_condition_targetmodel20_predict_20oftargetdataset_TYPE05/TYPE05.npz
sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_sleepedf_eeg_fpz_cz_condition_targetmodel80_predict_20oftargetdataset_TYPE06,TYPE06,7910,84.91782553729456,79.81390636924766,83.6,45.4,91.6,96.6,82.9,96.7,53.6,88.1,87.8,74.4,89.7,49.2,89.8,92.0,78.4,../metadata/sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_sleepedf_eeg_fpz_cz_condition_targetmodel80_predict_20oftargetdataset_TYPE06/TYPE06.npz
sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_pz_oz_to_sleepedf_eeg_fpz_cz_condition_transfermodelwith20_predict_80oftargetdataset_TYPE07,TYPE07,34308,76.65559053282033,69.55693992771619,69.4,53.6,89.3,90.5,65.1,95.4,27.0,73.1,66.0,87.8,80.4,35.9,80.4,76.4,74.8,../metadata/sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_pz_oz_to_sleepedf_eeg_fpz_cz_condition_transfermodelwith20_predict_80oftargetdataset_TYPE07/TYPE07.npz
sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_pz_oz_to_sleepedf_eeg_fpz_cz_condition_transfermodelwith20_predict_20oftargetdataset_TYPE08,TYPE08,7910,73.69152970922882,66.44335943274473,60.5,55.3,90.9,97.3,61.1,97.0,28.8,76.6,46.6,92.6,74.5,37.8,83.2,63.0,73.6,../metadata/sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_pz_oz_to_sleepedf_eeg_fpz_cz_condition_transfermodelwith20_predict_20oftargetdataset_TYPE08/TYPE08.npz
sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_pz_oz_to_sleepedf_eeg_fpz_cz_condition_transfermodelwith80_predict_20oftargetdataset_TYPE09,TYPE09,7910,87.68647281921619,83.08044097600606,90.1,59.6,92.7,94.0,78.8,94.9,52.4,89.3,91.7,88.7,92.4,55.8,90.9,92.8,83.5,../metadata/sleepedf_with_channel_eeg_pz_oz_to_sleepedf_with_channel_eeg_fpz_cz_with_randomseed_4242/predict_output_transfer_sleepedf_eeg_pz_oz_to_sleepedf_eeg_fpz_cz_condition_transfermodelwith80_predict_20oftargetdataset_TYPE09/TYPE09.npz
sleepedf_with_channel_eeg_pz_oz_to_isruc_with_channel_eeg_f4_a1_with_randomseed_4242/predict_output_sleepedf_eeg_pz_oz_condition_sourcemodel_predict_20ofsourcedataset_TYPE01,TYPE01,7910,81.54235145385587,76.28218895290719,88.8,55.8,78.5,94.9,81.3,96.0,42.8,90.9,60.4,84.1,92.3,48.4,84.3,73.8,82.7,../metadata/sleepedf_with_channel_eeg_pz_oz_to_isruc_with_channel_eeg_f4_a1_with_randomseed_4242/predict_output_sleepedf_eeg_pz_oz_condition_sourcemodel_predict_20ofsourcedataset_TYPE01/TYPE01.npz
sleepedf_with_channel_eeg_pz_oz_to_isruc_with_channel_eeg_f4_a1_with_randomseed_4242/predict_output_sleepedf_eeg_pz_oz_to_isruc_eeg_f4_a1_condition_sourcemodel_predict_80oftargetdataset_TYPE02,TYPE02,69685,55.969003372318284,48.5402450683705,84.2,38.8,50.6,84.0,32.5,57.2,7.4,84.1,49.3,42.0,68.2,12.5,63.2,62.2,36.7,../metadata/sleepedf_with_channel_eeg_pz_oz_to_isruc_with_channel_eeg_f4_a1_with_randomseed_4242/predict_output_sleepedf_eeg_pz_oz_to_isruc_eeg_f4_a1_condition_sourcemodel_predict_80oftargetdataset_TYPE02/TYPE02.npz
sleepedf_with_channel_eeg_pz_oz_to_isruc_with_channel_eeg_f4_a1_with_randomseed_4242/predict_output_sleepedf_eeg_pz_oz_to_isruc_eeg_f4_a1_condition_sourcemodel_predict_20oftargetdataset_TYPE03,TYPE03,17176,53.67955286446205,47.00998311124774,84.7,34.1,48.0,87.2,30.2,52.5,6.5,84.5,54.0,32.8,64.8,10.9,61.2,66.7,31.5,../metadata/sleepedf_with_channel_eeg_pz_oz_to_isruc_with_channel_eeg_f4_a1_with_randomseed_4242/predict_output_sleepedf_eeg_pz_oz_to_isruc_eeg_f4_a1_condition_sourcemodel_predict_20oftargetdataset_TYPE03/TYPE03.npz
sleepedf_with_channel_eeg_pz_oz_to_isruc_with_channel_eeg_f4_a1_with_randomseed_4242/predict_output_isruc_eeg_f4_a1_condition_targetmodel20_predict_80oftargetdataset_TYPE04,TYPE04,69685,69.70797158642462,66.65795335549254,82.1,42.6,68.5,84.3,59.7,71.9,41.2,76.6,80.8,60.0,76.7,41.9,72.3,82.5,59.8,../metadata/sleepedf_with_channel_eeg_pz_oz_to_isruc_with_channel_eeg_f4_a1_with_randomseed_4242/predict_output_isruc_eeg_f4_a1_condition_targetmodel20_predict_80oftargetdataset_TYPE04/TYPE04.npz
sleepedf_with_channel_eeg_pz_oz_to_isruc_with_channel_eeg_f4_a1_with_randomseed_4242/predict_output_isruc_eeg_f4_a1_condition_targetmodel20_predict_20oftargetdataset_TYPE05,TYPE05,17176,71.27387051700046,69.28471301109617,86.1,45.3,68.9,85.9,66.4,70.0,42.9,78.7,83.8,67.2,77.2,44.1,73.5,84.9,66.8,../metadata/sleepedf_with_channel_eeg_pz_oz_to_isruc_with_channel_eeg_f4_a1_with_randomseed_4242/predict_output_isruc_eeg_f4_a1_condition_targetmodel20_predict_20oftargetdataset_TYPE05/TYPE05.npz
sleepedf_with_channel_eeg_pz_oz_to_isruc_with_channel_eeg_f4_a1_with_randomseed_4242/predict_output_isruc_eeg_f4_a1_condition_targetmodel80_predict_20oftargetdataset_TYPE06,TYPE06,17176,78.88332557056357,77.43819253837673,86.3,54.5,79.2,89.4,76.8,87.3,51.9,77.8,89.1,82.3,86.8,53.2,78.5,89.3,79.5,../metadata/sleepedf_with_channel_eeg_pz_oz_to_isruc_with_channel_eeg_f4_a1_with_randomseed_4242/predict_output_isruc_eeg_f4_a1_condition_targetmodel80_predict_20oftargetdataset_TYPE06/TYPE06.npz
